,year,country,is_host,gold,silver,bronze,total_medal
2149,1968,GAB,0,0,0,0,0
2150,1968,SMR,0,0,0,0,0
2151,1968,LAO,0,0,0,0,0
2152,1968,BOT,0,0,0,0,0
2153,1968,ROT,0,0,0,0,0
2154,1968,KOR,0,0,1,1,2
2155,1968,CAM,0,0,0,0,0
2156,1968,PRK,0,0,0,0,0
2157,1968,SOL,0,0,0,0,0
2158,1968,SEN,0,0,0,0,0
2159,1968,CPV,0,0,0,0,0
2160,1968,GEQ,0,0,0,0,0
2161,1968,BOL,0,0,0,0,0
2162,1968,SAA,0,0,0,0,0
2163,1968,ANT,0,0,0,0,0
2164,1968,AND,0,0,0,0,0
2165,1968,ZIM,0,0,0,0,0
2166,1968,GRN,0,0,0,0,0
2167,1968,HKG,0,0,0,0,0
2168,1968,LCA,0,0,0,0,0
2169,1968,FSM,0,0,0,0,0
2170,1968,MYA,0,0,0,0,0
2171,1968,MAW,0,0,0,0,0
2172,1968,ZAM,0,0,0,0,0
2173,1968,TPE,0,0,0,1,1
2174,1968,STP,0,0,0,0,0
2175,1968,MKD,0,0,0,0,0
2176,1968,BOH,0,0,0,0,0
2177,1968,LIE,0,0,0,0,0
2178,1968,MNE,0,0,0,0,0
2179,1968,GAM,0,0,0,0,0
2180,1968,ALB,0,0,0,0,0
2181,1968,WIF,0,0,0,0,0
2182,1968,SWZ,0,0,0,0,0
2183,1968,NBO,0,0,0,0,0
2184,1968,BDI,0,0,0,0,0
2185,1968,ARU,0,0,0,0,0
2186,1968,NRU,0,0,0,0,0
2187,1968,VIE,0,0,0,0,0
2188,1968,BHU,0,0,0,0,0
2189,1968,MHL,0,0,0,0,0
2190,1968,KIR,0,0,0,0,0
2191,1968,UNK,0,0,0,0,0
2192,1968,TUV,0,0,0,0,0
2193,1968,TGA,0,0,0,0,0
2194,1968,NFL,0,0,0,0,0
2195,1968,KOS,0,0,0,0,0
2196,1968,SSD,0,0,0,0,0
2197,1968,LES,0,0,0,0,0
2198,1968,EOR,0,0,0,0,0
2199,1968,AIN,0,0,0,0,0
2200,1972,CHN,0,0,0,0,0
2201,1972,DEN,0,1,0,0,1
2202,1972,NED,0,3,1,1,5
2203,1972,FIN,0,3,1,4,8
2204,1972,NOR,0,2,1,1,4
2205,1972,ROU,0,3,6,7,16
2206,1972,EST,0,0,0,0,0
2207,1972,FRA,0,2,4,7,13
2208,1972,MAR,0,0,0,0,0
2209,1972,ESP,0,0,0,1,1
2210,1972,EGY,0,0,0,0,0
2211,1972,IRI,0,0,2,1,3
2212,1972,BUL,0,6,10,5,21
2213,1972,ITA,0,5,3,10,18
2214,1972,CHA,0,0,0,0,0
2215,1972,AZE,0,0,0,0,0
2216,1972,SUD,0,0,0,0,0
2217,1972,RUS,0,0,0,0,0
2218,1972,ARG,0,0,1,0,1
2219,1972,CUB,0,3,1,4,8
2220,1972,BLR,0,0,0,0,0
2221,1972,GRE,0,0,2,0,2
2222,1972,CMR,0,0,0,0,0
2223,1972,TUR,0,0,1,0,1
2224,1972,CHI,0,0,0,0,0
2225,1972,MEX,0,0,1,0,1
2226,1972,USA,0,33,31,30,94
2227,1972,URS,0,50,27,22,99
2228,1972,NCA,0,0,0,0,0
2229,1972,HUN,0,6,13,16,35
2230,1972,NGR,0,0,0,1,1
2231,1972,ALG,0,0,0,0,0
2232,1972,KUW,0,0,0,0,0
2233,1972,BRN,0,0,0,0,0
2234,1972,PAK,0,0,1,0,1
2235,1972,IRQ,0,0,0,0,0
2236,1972,LBN,0,0,1,0,1
2237,1972,QAT,0,0,0,0,0
2238,1972,MAS,0,0,0,0,0
2239,1972,GER,0,0,0,0,0
2240,1972,CAN,0,0,2,3,5
2241,1972,IRL,0,0,0,0,0
2242,1972,AUS,0,8,7,2,17
2243,1972,RSA,0,0,0,0,0
2244,1972,ERI,0,0,0,0,0
2245,1972,TAN,0,0,0,0,0
2246,1972,JOR,0,0,0,0,0
2247,1972,TUN,0,0,1,0,1
2248,1972,LBA,0,0,0,0,0
2249,1972,BEL,0,0,2,0,2
2250,1972,DJI,0,0,0,0,0
2251,1972,PLE,0,0,0,0,0
2252,1972,COM,0,0,0,0,0
2253,1972,KAZ,0,0,0,0,0
2254,1972,BRU,0,0,0,0,0
2255,1972,IND,0,0,0,1,1
2256,1972,KSA,0,0,0,0,0
2257,1972,SYR,0,0,0,0,0
2258,1972,MDV,0,0,0,0,0
2259,1972,ETH,0,0,0,2,2
2260,1972,UAE,0,0,0,0,0
2261,1972,YAR,0,0,0,0,0
2262,1972,INA,0,0,0,0,0
2263,1972,PHI,0,0,0,0,0
2264,1972,SGP,0,0,0,0,0
2265,1972,UZB,0,0,0,0,0
2266,1972,KGZ,0,0,0,0,0
2267,1972,TJK,0,0,0,0,0
2268,1972,EUN,0,0,0,0,0
2269,1972,JPN,0,13,8,8,29
2270,1972,CGO,0,0,0,0,0
2271,1972,SUI,0,0,3,0,3
2272,1972,BRA,0,0,0,2,2
2273,1972,GDR,0,20,23,23,66
2274,1972,MGL,0,0,1,0,1
2275,1972,ISR,0,0,0,0,0
2276,1972,URU,0,0,0,0,0
2277,1972,SWE,0,4,6,6,16
2278,1972,SRI,0,0,0,0,0
2279,1972,ARM,0,0,0,0,0
2280,1972,CIV,0,0,0,0,0
2281,1972,KEN,0,2,3,4,9
2282,1972,BEN,0,0,0,0,0
2283,1972,GBR,0,4,5,9,18
2284,1972,GHA,0,0,0,1,1
2285,1972,SOM,0,0,0,0,0
2286,1972,MLI,0,0,0,0,0
2287,1972,AFG,0,0,0,0,0
2288,1972,POL,0,7,5,9,21
2289,1972,CRC,0,0,0,0,0
2290,1972,PAN,0,0,0,0,0
2291,1972,GEO,0,0,0,0,0
2292,1972,SLO,0,0,0,0,0
2293,1972,GUY,0,0,0,0,0
2294,1972,NZL,0,1,1,1,3
2295,1972,POR,0,0,0,0,0
2296,1972,PAR,0,0,0,0,0
2297,1972,ANG,0,0,0,0,0
2298,1972,VEN,0,0,0,0,0
2299,1972,COL,0,0,1,2,3
2300,1972,FRG,1,13,11,16,40
2301,1972,BAN,0,0,0,0,0
2302,1972,PER,0,0,0,0,0
2303,1972,ESA,0,0,0,0,0
2304,1972,PUR,0,0,0,0,0
2305,1972,UGA,0,1,1,0,2
2306,1972,HON,0,0,0,0,0
2307,1972,ECU,0,0,0,0,0
2308,1972,TKM,0,0,0,0,0
2309,1972,MRI,0,0,0,0,0
2310,1972,SEY,0,0,0,0,0
2311,1972,CZE,0,0,0,0,0
2312,1972,LUX,0,0,0,0,0
2313,1972,MTN,0,0,0,0,0
2314,1972,SKN,0,0,0,0,0
2315,1972,TTO,0,0,0,0,0
2316,1972,DOM,0,0,0,0,0
2317,1972,VIN,0,0,0,0,0
2318,1972,JAM,0,0,0,1,1
2319,1972,LBR,0,0,0,0,0
2320,1972,SUR,0,0,0,0,0
2321,1972,NEP,0,0,0,0,0
2322,1972,AUT,0,0,1,2,3
2323,1972,PLW,0,0,0,0,0
2324,1972,LTU,0,0,0,0,0
2325,1972,TOG,0,0,0,0,0
2326,1972,NAM,0,0,0,0,0
2327,1972,AHO,0,0,0,0,0
2328,1972,UKR,0,0,0,0,0
2329,1972,ISL,0,0,0,0,0
2330,1972,ASA,0,0,0,0,0
2331,1972,SAM,0,0,0,0,0
2332,1972,RWA,0,0,0,0,0
2333,1972,CRO,0,0,0,0,0
2334,1972,DMA,0,0,0,0,0
2335,1972,HAI,0,0,0,0,0
2336,1972,MLT,0,0,0,0,0
2337,1972,CYP,0,0,0,0,0
2338,1972,BIZ,0,0,0,0,0
2339,1972,YMD,0,0,0,0,0
2340,1972,THA,0,0,0,0,0
2341,1972,BER,0,0,0,0,0
2342,1972,ANZ,0,0,0,0,0
2343,1972,SCG,0,0,0,0,0
2344,1972,SLE,0,0,0,0,0
2345,1972,PNG,0,0,0,0,0
2346,1972,YEM,0,0,0,0,0
2347,1972,TLS,0,0,0,0,0
2348,1972,OMA,0,0,0,0,0
2349,1972,FIJ,0,0,0,0,0
2350,1972,VAN,0,0,0,0,0
2351,1972,MDA,0,0,0,0,0
2352,1972,BAH,0,0,0,0,0
2353,1972,GUA,0,0,0,0,0
2354,1972,YUG,0,2,1,2,5
2355,1972,LAT,0,0,0,0,0
2356,1972,SRB,0,0,0,0,0
2357,1972,IVB,0,0,0,0,0
2358,1972,MOZ,0,0,0,0,0
2359,1972,ISV,0,0,0,0,0
2360,1972,CAF,0,0,0,0,0
2361,1972,MAD,0,0,0,0,0
2362,1972,BIH,0,0,0,0,0
2363,1972,GUM,0,0,0,0,0
2364,1972,CAY,0,0,0,0,0
2365,1972,SVK,0,0,0,0,0
2366,1972,BAR,0,0,0,0,0
2367,1972,GBS,0,0,0,0,0
2368,1972,COD,0,0,0,0,0
2369,1972,GAB,0,0,0,0,0
2370,1972,SMR,0,0,0,0,0
2371,1972,LAO,0,0,0,0,0
2372,1972,BOT,0,0,0,0,0
2373,1972,ROT,0,0,0,0,0
2374,1972,KOR,0,0,1,0,1
2375,1972,CAM,0,0,0,0,0
2376,1972,PRK,0,1,1,3,5
2377,1972,SOL,0,0,0,0,0
2378,1972,SEN,0,0,0,0,0
2379,1972,CPV,0,0,0,0,0
2380,1972,GEQ,0,0,0,0,0
2381,1972,BOL,0,0,0,0,0
2382,1972,SAA,0,0,0,0,0
2383,1972,ANT,0,0,0,0,0
2384,1972,AND,0,0,0,0,0
2385,1972,ZIM,0,0,0,0,0
2386,1972,GRN,0,0,0,0,0
2387,1972,HKG,0,0,0,0,0
2388,1972,LCA,0,0,0,0,0
2389,1972,FSM,0,0,0,0,0
2390,1972,MYA,0,0,0,0,0
2391,1972,MAW,0,0,0,0,0
2392,1972,ZAM,0,0,0,0,0
2393,1972,TPE,0,0,0,0,0
2394,1972,STP,0,0,0,0,0
2395,1972,MKD,0,0,0,0,0
2396,1972,BOH,0,0,0,0,0
2397,1972,LIE,0,0,0,0,0
2398,1972,MNE,0,0,0,0,0
2399,1972,GAM,0,0,0,0,0
2400,1972,ALB,0,0,0,0,0
2401,1972,WIF,0,0,0,0,0
2402,1972,SWZ,0,0,0,0,0
2403,1972,NBO,0,0,0,0,0
2404,1972,BDI,0,0,0,0,0
2405,1972,ARU,0,0,0,0,0
2406,1972,NRU,0,0,0,0,0
2407,1972,VIE,0,0,0,0,0
2408,1972,BHU,0,0,0,0,0
2409,1972,MHL,0,0,0,0,0
2410,1972,KIR,0,0,0,0,0
2411,1972,UNK,0,0,0,0,0
2412,1972,TUV,0,0,0,0,0
2413,1972,TGA,0,0,0,0,0
2414,1972,NFL,0,0,0,0,0
2415,1972,KOS,0,0,0,0,0
2416,1972,SSD,0,0,0,0,0
2417,1972,LES,0,0,0,0,0
2418,1972,EOR,0,0,0,0,0
2419,1972,AIN,0,0,0,0,0
2420,1976,CHN,0,0,0,0,0
2421,1976,DEN,0,1,0,2,3
2422,1976,NED,0,0,2,3,5
2423,1976,FIN,0,4,2,0,6
2424,1976,NOR,0,1,1,0,2
2425,1976,ROU,0,4,9,14,27
2426,1976,EST,0,0,0,0,0
2427,1976,FRA,0,2,3,4,9
2428,1976,MAR,0,0,0,0,0
2429,1976,ESP,0,0,2,0,2
2430,1976,EGY,0,0,0,0,0
2431,1976,IRI,0,0,1,1,2
2432,1976,BUL,0,6,9,7,22
2433,1976,ITA,0,2,7,4,13
2434,1976,CHA,0,0,0,0,0
2435,1976,AZE,0,0,0,0,0
2436,1976,SUD,0,0,0,0,0
2437,1976,RUS,0,0,0,0,0
2438,1976,ARG,0,0,0,0,0
2439,1976,CUB,0,6,4,3,13
2440,1976,BLR,0,0,0,0,0
2441,1976,GRE,0,0,0,0,0
2442,1976,CMR,0,0,0,0,0
2443,1976,TUR,0,0,0,0,0
2444,1976,CHI,0,0,0,0,0
2445,1976,MEX,0,1,0,1,2
2446,1976,USA,0,34,35,25,94
2447,1976,URS,0,49,41,35,125
2448,1976,NCA,0,0,0,0,0
2449,1976,HUN,0,4,5,13,22
2450,1976,NGR,0,0,0,0,0
2451,1976,ALG,0,0,0,0,0
2452,1976,KUW,0,0,0,0,0
2453,1976,BRN,0,0,0,0,0
2454,1976,PAK,0,0,0,1,1
2455,1976,IRQ,0,0,0,0,0
2456,1976,LBN,0,0,0,0,0
2457,1976,QAT,0,0,0,0,0
2458,1976,MAS,0,0,0,0,0
2459,1976,GER,0,0,0,0,0
2460,1976,CAN,1,0,5,6,11
2461,1976,IRL,0,0,0,0,0
2462,1976,AUS,0,0,1,4,5
2463,1976,RSA,0,0,0,0,0
2464,1976,ERI,0,0,0,0,0
2465,1976,TAN,0,0,0,0,0
2466,1976,JOR,0,0,0,0,0
2467,1976,TUN,0,0,0,0,0
2468,1976,LBA,0,0,0,0,0
2469,1976,BEL,0,0,3,3,6
2470,1976,DJI,0,0,0,0,0
2471,1976,PLE,0,0,0,0,0
2472,1976,COM,0,0,0,0,0
2473,1976,KAZ,0,0,0,0,0
2474,1976,BRU,0,0,0,0,0
2475,1976,IND,0,0,0,0,0
2476,1976,KSA,0,0,0,0,0
2477,1976,SYR,0,0,0,0,0
2478,1976,MDV,0,0,0,0,0
2479,1976,ETH,0,0,0,0,0
2480,1976,UAE,0,0,0,0,0
2481,1976,YAR,0,0,0,0,0
2482,1976,INA,0,0,0,0,0
2483,1976,PHI,0,0,0,0,0
2484,1976,SGP,0,0,0,0,0
2485,1976,UZB,0,0,0,0,0
2486,1976,KGZ,0,0,0,0,0
2487,1976,TJK,0,0,0,0,0
2488,1976,EUN,0,0,0,0,0
2489,1976,JPN,0,9,6,10,25
2490,1976,CGO,0,0,0,0,0
2491,1976,SUI,0,1,1,2,4
2492,1976,BRA,0,0,0,2,2
2493,1976,GDR,0,40,25,25,90
2494,1976,MGL,0,0,1,0,1
2495,1976,ISR,0,0,0,0,0
2496,1976,URU,0,0,0,0,0
2497,1976,SWE,0,4,1,0,5
2498,1976,SRI,0,0,0,0,0
2499,1976,ARM,0,0,0,0,0
2500,1976,CIV,0,0,0,0,0
2501,1976,KEN,0,0,0,0,0
2502,1976,BEN,0,0,0,0,0
2503,1976,GBR,0,3,5,5,13
2504,1976,GHA,0,0,0,0,0
2505,1976,SOM,0,0,0,0,0
2506,1976,MLI,0,0,0,0,0
2507,1976,AFG,0,0,0,0,0
2508,1976,POL,0,7,6,13,26
2509,1976,CRC,0,0,0,0,0
2510,1976,PAN,0,0,0,0,0
2511,1976,GEO,0,0,0,0,0
2512,1976,SLO,0,0,0,0,0
2513,1976,GUY,0,0,0,0,0
2514,1976,NZL,0,2,1,1,4
2515,1976,POR,0,0,2,0,2
2516,1976,PAR,0,0,0,0,0
2517,1976,ANG,0,0,0,0,0
2518,1976,VEN,0,0,1,0,1
2519,1976,COL,0,0,0,0,0
2520,1976,FRG,0,10,12,17,39
2521,1976,BAN,0,0,0,0,0
2522,1976,PER,0,0,0,0,0
2523,1976,ESA,0,0,0,0,0
2524,1976,PUR,0,0,0,1,1
2525,1976,UGA,0,0,0,0,0
2526,1976,HON,0,0,0,0,0
2527,1976,ECU,0,0,0,0,0
2528,1976,TKM,0,0,0,0,0
2529,1976,MRI,0,0,0,0,0
2530,1976,SEY,0,0,0,0,0
2531,1976,CZE,0,0,0,0,0
2532,1976,LUX,0,0,0,0,0
2533,1976,MTN,0,0,0,0,0
2534,1976,SKN,0,0,0,0,0
2535,1976,TTO,0,1,0,0,1
2536,1976,DOM,0,0,0,0,0
2537,1976,VIN,0,0,0,0,0
2538,1976,JAM,0,1,1,0,2
2539,1976,LBR,0,0,0,0,0
2540,1976,SUR,0,0,0,0,0
2541,1976,NEP,0,0,0,0,0
2542,1976,AUT,0,0,0,1,1
2543,1976,PLW,0,0,0,0,0
2544,1976,LTU,0,0,0,0,0
2545,1976,TOG,0,0,0,0,0
2546,1976,NAM,0,0,0,0,0
2547,1976,AHO,0,0,0,0,0
2548,1976,UKR,0,0,0,0,0
2549,1976,ISL,0,0,0,0,0
2550,1976,ASA,0,0,0,0,0
2551,1976,SAM,0,0,0,0,0
2552,1976,RWA,0,0,0,0,0
2553,1976,CRO,0,0,0,0,0
2554,1976,DMA,0,0,0,0,0
2555,1976,HAI,0,0,0,0,0
2556,1976,MLT,0,0,0,0,0
2557,1976,CYP,0,0,0,0,0
2558,1976,BIZ,0,0,0,0,0
2559,1976,YMD,0,0,0,0,0
2560,1976,THA,0,0,0,1,1
2561,1976,BER,0,0,0,1,1
2562,1976,ANZ,0,0,0,0,0
2563,1976,SCG,0,0,0,0,0
2564,1976,SLE,0,0,0,0,0
2565,1976,PNG,0,0,0,0,0
2566,1976,YEM,0,0,0,0,0
2567,1976,TLS,0,0,0,0,0
2568,1976,OMA,0,0,0,0,0
2569,1976,FIJ,0,0,0,0,0
2570,1976,VAN,0,0,0,0,0
2571,1976,MDA,0,0,0,0,0
2572,1976,BAH,0,0,0,0,0
2573,1976,GUA,0,0,0,0,0
2574,1976,YUG,0,2,3,3,8
2575,1976,LAT,0,0,0,0,0
2576,1976,SRB,0,0,0,0,0
2577,1976,IVB,0,0,0,0,0
2578,1976,MOZ,0,0,0,0,0
2579,1976,ISV,0,0,0,0,0
2580,1976,CAF,0,0,0,0,0
2581,1976,MAD,0,0,0,0,0
2582,1976,BIH,0,0,0,0,0
2583,1976,GUM,0,0,0,0,0
2584,1976,CAY,0,0,0,0,0
2585,1976,SVK,0,0,0,0,0
2586,1976,BAR,0,0,0,0,0
2587,1976,GBS,0,0,0,0,0
2588,1976,COD,0,0,0,0,0
2589,1976,GAB,0,0,0,0,0
2590,1976,SMR,0,0,0,0,0
2591,1976,LAO,0,0,0,0,0
2592,1976,BOT,0,0,0,0,0
2593,1976,ROT,0,0,0,0,0
2594,1976,KOR,0,1,1,4,6
2595,1976,CAM,0,0,0,0,0
2596,1976,PRK,0,1,1,0,2
2597,1976,SOL,0,0,0,0,0
2598,1976,SEN,0,0,0,0,0
2599,1976,CPV,0,0,0,0,0
2600,1976,GEQ,0,0,0,0,0
2601,1976,BOL,0,0,0,0,0
2602,1976,SAA,0,0,0,0,0
2603,1976,ANT,0,0,0,0,0
2604,1976,AND,0,0,0,0,0
2605,1976,ZIM,0,0,0,0,0
2606,1976,GRN,0,0,0,0,0
2607,1976,HKG,0,0,0,0,0
2608,1976,LCA,0,0,0,0,0
2609,1976,FSM,0,0,0,0,0
2610,1976,MYA,0,0,0,0,0
2611,1976,MAW,0,0,0,0,0
2612,1976,ZAM,0,0,0,0,0
2613,1976,TPE,0,0,0,0,0
2614,1976,STP,0,0,0,0,0
2615,1976,MKD,0,0,0,0,0
2616,1976,BOH,0,0,0,0,0
2617,1976,LIE,0,0,0,0,0
2618,1976,MNE,0,0,0,0,0
2619,1976,GAM,0,0,0,0,0
2620,1976,ALB,0,0,0,0,0
2621,1976,WIF,0,0,0,0,0
2622,1976,SWZ,0,0,0,0,0
2623,1976,NBO,0,0,0,0,0
2624,1976,BDI,0,0,0,0,0
2625,1976,ARU,0,0,0,0,0
2626,1976,NRU,0,0,0,0,0
2627,1976,VIE,0,0,0,0,0
2628,1976,BHU,0,0,0,0,0
2629,1976,MHL,0,0,0,0,0
2630,1976,KIR,0,0,0,0,0
2631,1976,UNK,0,0,0,0,0
2632,1976,TUV,0,0,0,0,0
2633,1976,TGA,0,0,0,0,0
2634,1976,NFL,0,0,0,0,0
2635,1976,KOS,0,0,0,0,0
2636,1976,SSD,0,0,0,0,0
2637,1976,LES,0,0,0,0,0
2638,1976,EOR,0,0,0,0,0
2639,1976,AIN,0,0,0,0,0
2640,1980,CHN,0,0,0,0,0
2641,1980,DEN,0,2,1,2,5
2642,1980,NED,0,0,1,2,3
2643,1980,FIN,0,3,1,4,8
2644,1980,NOR,0,0,0,0,0
2645,1980,ROU,0,6,6,13,25
2646,1980,EST,0,0,0,0,0
2647,1980,FRA,0,6,5,3,14
2648,1980,MAR,0,0,0,0,0
2649,1980,ESP,0,1,3,2,6
2650,1980,EGY,0,0,0,0,0
2651,1980,IRI,0,0,0,0,0
2652,1980,BUL,0,8,16,17,41
2653,1980,ITA,0,8,3,4,15
2654,1980,CHA,0,0,0,0,0
2655,1980,AZE,0,0,0,0,0
2656,1980,SUD,0,0,0,0,0
2657,1980,RUS,0,0,0,0,0
2658,1980,ARG,0,0,0,0,0
2659,1980,CUB,0,8,7,5,20
2660,1980,BLR,0,0,0,0,0
2661,1980,GRE,0,1,0,2,3
2662,1980,CMR,0,0,0,0,0
2663,1980,TUR,0,0,0,0,0
2664,1980,CHI,0,0,0,0,0
2665,1980,MEX,0,0,1,3,4
2666,1980,USA,0,0,0,0,0
2667,1980,URS,1,80,69,46,195
2668,1980,NCA,0,0,0,0,0
2669,1980,HUN,0,7,10,15,32
2670,1980,NGR,0,0,0,0,0
2671,1980,ALG,0,0,0,0,0
2672,1980,KUW,0,0,0,0,0
2673,1980,BRN,0,0,0,0,0
2674,1980,PAK,0,0,0,0,0
2675,1980,IRQ,0,0,0,0,0
2676,1980,LBN,0,0,0,1,1
2677,1980,QAT,0,0,0,0,0
2678,1980,MAS,0,0,0,0,0
2679,1980,GER,0,0,0,0,0
2680,1980,CAN,0,0,0,0,0
2681,1980,IRL,0,0,1,1,2
2682,1980,AUS,0,2,2,5,9
2683,1980,RSA,0,0,0,0,0
2684,1980,ERI,0,0,0,0,0
2685,1980,TAN,0,0,2,0,2
2686,1980,JOR,0,0,0,0,0
2687,1980,TUN,0,0,0,0,0
2688,1980,LBA,0,0,0,0,0
2689,1980,BEL,0,1,0,0,1
2690,1980,DJI,0,0,0,0,0
2691,1980,PLE,0,0,0,0,0
2692,1980,COM,0,0,0,0,0
2693,1980,KAZ,0,0,0,0,0
2694,1980,BRU,0,0,0,0,0
2695,1980,IND,0,1,0,0,1
2696,1980,KSA,0,0,0,0,0
2697,1980,SYR,0,0,0,0,0
2698,1980,MDV,0,0,0,0,0
2699,1980,ETH,0,2,0,2,4
2700,1980,UAE,0,0,0,0,0
2701,1980,YAR,0,0,0,0,0
2702,1980,INA,0,0,0,0,0
2703,1980,PHI,0,0,0,0,0
2704,1980,SGP,0,0,0,0,0
2705,1980,UZB,0,0,0,0,0
2706,1980,KGZ,0,0,0,0,0
2707,1980,TJK,0,0,0,0,0
2708,1980,EUN,0,0,0,0,0
2709,1980,JPN,0,0,0,0,0
2710,1980,CGO,0,0,0,0,0
2711,1980,SUI,0,2,0,0,2
2712,1980,BRA,0,2,0,2,4
2713,1980,GDR,0,47,37,42,126
2714,1980,MGL,0,0,2,2,4
2715,1980,ISR,0,0,0,0,0
2716,1980,URU,0,0,0,0,0
2717,1980,SWE,0,3,3,6,12
2718,1980,SRI,0,0,0,0,0
2719,1980,ARM,0,0,0,0,0
2720,1980,CIV,0,0,0,0,0
2721,1980,KEN,0,0,0,0,0
2722,1980,BEN,0,0,0,0,0
2723,1980,GBR,0,5,7,9,21
2724,1980,GHA,0,0,0,0,0
2725,1980,SOM,0,0,0,0,0
2726,1980,MLI,0,0,0,0,0
2727,1980,AFG,0,0,0,0,0
2728,1980,POL,0,3,14,15,32
2729,1980,CRC,0,0,0,0,0
2730,1980,PAN,0,0,0,0,0
2731,1980,GEO,0,0,0,0,0
2732,1980,SLO,0,0,0,0,0
2733,1980,GUY,0,0,0,1,1
2734,1980,NZL,0,0,0,0,0
2735,1980,POR,0,0,0,0,0
2736,1980,PAR,0,0,0,0,0
2737,1980,ANG,0,0,0,0,0
2738,1980,VEN,0,0,1,0,1
2739,1980,COL,0,0,0,0,0
2740,1980,FRG,0,0,0,0,0
2741,1980,BAN,0,0,0,0,0
2742,1980,PER,0,0,0,0,0
2743,1980,ESA,0,0,0,0,0
2744,1980,PUR,0,0,0,0,0
2745,1980,UGA,0,0,1,0,1
2746,1980,HON,0,0,0,0,0
2747,1980,ECU,0,0,0,0,0
2748,1980,TKM,0,0,0,0,0
2749,1980,MRI,0,0,0,0,0
2750,1980,SEY,0,0,0,0,0
2751,1980,CZE,0,0,0,0,0
2752,1980,LUX,0,0,0,0,0
2753,1980,MTN,0,0,0,0,0
2754,1980,SKN,0,0,0,0,0
2755,1980,TTO,0,0,0,0,0
2756,1980,DOM,0,0,0,0,0
2757,1980,VIN,0,0,0,0,0
2758,1980,JAM,0,0,0,3,3
2759,1980,LBR,0,0,0,0,0
2760,1980,SUR,0,0,0,0,0
2761,1980,NEP,0,0,0,0,0
2762,1980,AUT,0,1,2,1,4
2763,1980,PLW,0,0,0,0,0
2764,1980,LTU,0,0,0,0,0
2765,1980,TOG,0,0,0,0,0
2766,1980,NAM,0,0,0,0,0
2767,1980,AHO,0,0,0,0,0
2768,1980,UKR,0,0,0,0,0
2769,1980,ISL,0,0,0,0,0
2770,1980,ASA,0,0,0,0,0
2771,1980,SAM,0,0,0,0,0
2772,1980,RWA,0,0,0,0,0
2773,1980,CRO,0,0,0,0,0
2774,1980,DMA,0,0,0,0,0
2775,1980,HAI,0,0,0,0,0
2776,1980,MLT,0,0,0,0,0
2777,1980,CYP,0,0,0,0,0
2778,1980,BIZ,0,0,0,0,0
2779,1980,YMD,0,0,0,0,0
2780,1980,THA,0,0,0,0,0
2781,1980,BER,0,0,0,0,0
2782,1980,ANZ,0,0,0,0,0
2783,1980,SCG,0,0,0,0,0
2784,1980,SLE,0,0,0,0,0
2785,1980,PNG,0,0,0,0,0
2786,1980,YEM,0,0,0,0,0
2787,1980,TLS,0,0,0,0,0
2788,1980,OMA,0,0,0,0,0
2789,1980,FIJ,0,0,0,0,0
2790,1980,VAN,0,0,0,0,0
2791,1980,MDA,0,0,0,0,0
2792,1980,BAH,0,0,0,0,0
2793,1980,GUA,0,0,0,0,0
2794,1980,YUG,0,2,3,4,9
2795,1980,LAT,0,0,0,0,0
2796,1980,SRB,0,0,0,0,0
2797,1980,IVB,0,0,0,0,0
2798,1980,MOZ,0,0,0,0,0
2799,1980,ISV,0,0,0,0,0
2800,1980,CAF,0,0,0,0,0
2801,1980,MAD,0,0,0,0,0
2802,1980,BIH,0,0,0,0,0
2803,1980,GUM,0,0,0,0,0
2804,1980,CAY,0,0,0,0,0
2805,1980,SVK,0,0,0,0,0
2806,1980,BAR,0,0,0,0,0
2807,1980,GBS,0,0,0,0,0
2808,1980,COD,0,0,0,0,0
2809,1980,GAB,0,0,0,0,0
2810,1980,SMR,0,0,0,0,0
2811,1980,LAO,0,0,0,0,0
2812,1980,BOT,0,0,0,0,0
2813,1980,ROT,0,0,0,0,0
2814,1980,KOR,0,0,0,0,0
2815,1980,CAM,0,0,0,0,0
2816,1980,PRK,0,0,3,2,5
2817,1980,SOL,0,0,0,0,0
2818,1980,SEN,0,0,0,0,0
2819,1980,CPV,0,0,0,0,0
2820,1980,GEQ,0,0,0,0,0
2821,1980,BOL,0,0,0,0,0
2822,1980,SAA,0,0,0,0,0
2823,1980,ANT,0,0,0,0,0
2824,1980,AND,0,0,0,0,0
2825,1980,ZIM,0,1,0,0,1
2826,1980,GRN,0,0,0,0,0
2827,1980,HKG,0,0,0,0,0
2828,1980,LCA,0,0,0,0,0
2829,1980,FSM,0,0,0,0,0
2830,1980,MYA,0,0,0,0,0
2831,1980,MAW,0,0,0,0,0
2832,1980,ZAM,0,0,0,0,0
2833,1980,TPE,0,0,0,0,0
2834,1980,STP,0,0,0,0,0
2835,1980,MKD,0,0,0,0,0
2836,1980,BOH,0,0,0,0,0
2837,1980,LIE,0,0,0,0,0
2838,1980,MNE,0,0,0,0,0
2839,1980,GAM,0,0,0,0,0
2840,1980,ALB,0,0,0,0,0
2841,1980,WIF,0,0,0,0,0
2842,1980,SWZ,0,0,0,0,0
2843,1980,NBO,0,0,0,0,0
2844,1980,BDI,0,0,0,0,0
2845,1980,ARU,0,0,0,0,0
2846,1980,NRU,0,0,0,0,0
2847,1980,VIE,0,0,0,0,0
2848,1980,BHU,0,0,0,0,0
